Review_ID,Review_Text,Review_Title,Rating,Review_Date,Verified_Purchase,Product_ID,Product_Name,Category,Subcategory,Brand,Price,Features,Customer_ID,Customer_Name,Age_Group,Location,Purchase_History,Helpful_Votes,Comments_Count,Media_URLs,Sentiment_Label,Aspect_Sentiments
REV_000010,"Poor product quality and terrible customer service. The item arrived broken and when I tried to return it, the process was a nightmare. The product itself is cheaply made and doesn't last. Avoid this purchase at all costs.",Very disappointed,2,2023-10-20,True,PROD_018,Yeti Rambler 30oz Tumbler,Sports & Outdoors,Drinkware,Yeti,35.0,"Double-wall insulation, BPA-free, Dishwasher safe",CUST_0090,Customer_91,65+,Austin,Frequent,1,0,,Negative,"{""performance"": ""negative"", ""comfort"": ""negative"", ""durability"": ""negative"", ""design"": ""negative"", ""value"": ""negative""}"
REV_000011,Fantastic product! I'm so glad I chose this one. The quality is outstanding and it works better than I expected. The packaging was perfect and it arrived on time. I would definitely recommend this to friends and family. Great purchase!,Love it!,5,2025-04-28,True,PROD_018,Yeti Rambler 30oz Tumbler,Sports & Outdoors,Drinkware,Yeti,35.0,"Double-wall insulation, BPA-free, Dishwasher safe",CUST_0004,Customer_5,18-25,Chicago,Frequent,3,0,,Positive,"{""performance"": ""positive"", ""comfort"": ""positive"", ""durability"": ""positive"", ""design"": ""positive"", ""value"": ""positive""}"
REV_000012,The Samsung Galaxy S24 Ultra is absolutely fantastic! The quality is outstanding and it works exactly as described. I've been using it for a while now and couldn't be happier with my purchase. The build quality is excellent and it's definitely worth the price. I would highly recommend this to anyone looking for a reliable product.,Love it!,4,2024-10-11,True,PROD_002,Samsung Galaxy S24 Ultra,Electronics,Smartphones,Samsung,1299.99,"Snapdragon 8 Gen 3, 200MP camera, S Pen, AI features",CUST_0039,Customer_40,56-65,Chicago,New Customer,7,0,,Positive,"{""performance"": ""positive"", ""design"": ""positive"", ""battery"": ""positive"", ""camera"": ""positive"", ""display"": ""positive""}"
REV_000013,This is a waste of money. The product is poorly made and doesn't work as expected. The quality is terrible and it's not worth the price. I've had much better products for less money. I would not recommend this to anyone.,Not as described,1,2025-07-07,True,PROD_004,Dell XPS 15,Electronics,Laptops,Dell,1899.99,"Intel i7, 4K OLED display, InfinityEdge design",CUST_0045,Customer_46,46-55,New York,Regular,0,0,,Negative,"{""performance"": ""negative"", ""design"": ""negative"", ""battery"": ""negative"", ""camera"": ""negative"", ""display"": ""negative""}"
REV_000014,The AirPods Pro 2nd Gen is absolutely fantastic! The quality is outstanding and it works exactly as described. I've been using it for a while now and couldn't be happier with my purchase. The build quality is excellent and it's definitely worth the price. I would highly recommend this to anyone looking for a reliable product.,Excellent value,4,2024-04-11,False,PROD_006,AirPods Pro 2nd Gen,Electronics,Earbuds,Apple,249.99,"Active noise canceling, Spatial Audio, H2 chip",CUST_0022,Customer_23,65+,Dallas,Regular,3,0,,Positive,"{""performance"": ""positive"", ""design"": ""positive"", ""battery"": ""positive"", ""camera"": ""positive"", ""display"": ""positive""}"
REV_000015,"Outstanding product! I've been looking for something like this for a while and this one is perfect. The quality is excellent, the price is fair, and the customer service was great. I would definitely buy from this brand again. Highly recommended!",Highly recommend,4,2024-03-22,True,PROD_014,Atomic Habits,Books,Self-Help,Avery,18.99,"Hardcover, 320 pages, Personal development",CUST_0085,Customer_86,26-35,Fort Worth,Frequent,2,0,,Positive,"{""content"": ""positive"", ""writing"": ""positive"", ""plot"": ""positive"", ""characters"": ""positive"", ""value"": ""positive""}"
REV_000016,I'm so impressed with this purchase! The product arrived quickly and in perfect condition. The quality is top-notch and it has exceeded all my expectations. The features work flawlessly and the design is beautiful. This is definitely one of my best purchases this year.,Outstanding product,5,2024-05-02,False,PROD_013,The Seven Husbands of Evelyn Hugo,Books,Fiction,Simon & Schuster,16.99,"Paperback, 400 pages, Bestseller",CUST_0004,Customer_5,18-25,Chicago,Frequent,2,0,https://example.com/review_images/photo2.jpg,Positive,"{""content"": ""positive"", ""writing"": ""positive"", ""plot"": ""positive"", ""characters"": ""positive"", ""value"": ""positive""}"
REV_000017,I'm so impressed with this purchase! The product arrived quickly and in perfect condition. The quality is top-notch and it has exceeded all my expectations. The features work flawlessly and the design is beautiful. This is definitely one of my best purchases this year.,Amazing product!,5,2024-11-22,True,PROD_008,Levi's 501 Original Jeans,Fashion,Jeans,Levi's,89.99,"Straight fit, 100% cotton, Classic style",CUST_0028,Customer_29,46-55,Dallas,Occasional,3,0,,Positive,"{""fit"": ""positive"", ""style"": ""positive"", ""comfort"": ""positive"", ""durability"": ""positive"", ""material"": ""positive""}"
REV_000018,"This is exactly what I needed! The product works perfectly and the quality is amazing. I've been using it daily and it has made my life so much easier. The design is sleek and modern, and it's built to last. Worth every penny!",Fantastic quality,4,2025-09-05,True,PROD_009,Adidas Ultraboost 22,Fashion,Running Shoes,Adidas,180.0,"Boost midsole, Primeknit upper, Continental rubber",CUST_0044,Customer_45,36-45,Columbus,Frequent,3,0,https://example.com/review_images/photo2.jpg; https://example.com/review_images/photo1.jpg,Positive,"{""fit"": ""positive"", ""style"": ""positive"", ""comfort"": ""positive"", ""durability"": ""positive"", ""material"": ""positive""}"
REV_000019,Very disappointed with this purchase. The product doesn't match the description at all. The quality is subpar and it stopped working after a short time. The packaging was also damaged upon arrival. I would not buy this again.,Regret buying,2,2023-11-19,False,PROD_009,Adidas Ultraboost 22,Fashion,Running Shoes,Adidas,180.0,"Boost midsole, Primeknit upper, Continental rubber",CUST_0022,Customer_23,65+,Dallas,Regular,0,0,,Negative,"{""fit"": ""negative"", ""style"": ""negative"", ""comfort"": ""negative"", ""durability"": ""negative"", ""material"": ""negative""}"
REV_000020,"This is exactly what I needed! The product works perfectly and the quality is amazing. I've been using it daily and it has made my life so much easier. The design is sleek and modern, and it's built to last. Worth every penny!",Love it!,4,2025-06-22,False,PROD_012,KitchenAid Stand Mixer,Home & Garden,Kitchen Appliances,KitchenAid,329.99,"5-quart bowl, 10 speeds, Multiple attachments",CUST_0093,Customer_94,18-25,Indianapolis,Regular,4,0,,Positive,"{""functionality"": ""positive"", ""design"": ""positive"", ""ease_of_use"": ""positive"", ""durability"": ""positive"", ""value"": ""positive""}"
REV_000021,The LEGO Creator Expert Assembly Square is absolutely fantastic! The quality is outstanding and it works exactly as described. I've been using it for a while now and couldn't be happier with my purchase. The build quality is excellent and it's definitely worth the price. I would highly recommend this to anyone looking for a reliable product.,Great quality,5,2025-10-05,True,PROD_019,LEGO Creator Expert Assembly Square,Toys & Games,Building Sets,LEGO,279.99,"4002 pieces, Modular building, Collectible",CUST_0024,Customer_25,26-35,Charlotte,Regular,5,0,,Positive,"{""fun_factor"": ""positive"", ""quality"": ""positive"", ""educational_value"": ""positive"", ""durability"": ""positive"", ""value"": ""positive""}"
REV_000022,Very disappointed with this purchase. The product doesn't match the description at all. The quality is subpar and it stopped working after a short time. The packaging was also damaged upon arrival. I would not buy this again.,Poor quality,1,2025-07-10,True,PROD_012,KitchenAid Stand Mixer,Home & Garden,Kitchen Appliances,KitchenAid,329.99,"5-quart bowl, 10 speeds, Multiple attachments",CUST_0055,Customer_56,56-65,Phoenix,Frequent,0,0,,Negative,"{""functionality"": ""negative"", ""design"": ""negative"", ""ease_of_use"": ""negative"", ""durability"": ""negative"", ""value"": ""negative""}"
REV_000023,This is a waste of money. The product is poorly made and doesn't work as expected. The quality is terrible and it's not worth the price. I've had much better products for less money. I would not recommend this to anyone.,Terrible product,1,2024-09-09,False,PROD_010,Instant Pot Duo 7-in-1,Home & Garden,Kitchen Appliances,Instant Pot,99.99,"Pressure cooker, Slow cooker, Rice cooker, Steamer",CUST_0064,Customer_65,56-65,San Diego,Regular,1,0,,Negative,"{""functionality"": ""negative"", ""design"": ""negative"", ""ease_of_use"": ""negative"", ""durability"": ""negative"", ""value"": ""negative""}"
REV_000024,"This is exactly what I needed! The product works perfectly and the quality is amazing. I've been using it daily and it has made my life so much easier. The design is sleek and modern, and it's built to last. Worth every penny!",Highly recommend,4,2025-08-21,False,PROD_018,Yeti Rambler 30oz Tumbler,Sports & Outdoors,Drinkware,Yeti,35.0,"Double-wall insulation, BPA-free, Dishwasher safe",CUST_0016,Customer_17,56-65,San Antonio,Occasional,4,0,https://example.com/review_videos/video1.mp4; https://example.com/review_images/photo1.jpg,Positive,"{""performance"": ""positive"", ""comfort"": ""positive"", ""durability"": ""positive"", ""design"": ""positive"", ""value"": ""positive""}"
REV_000025,Very disappointed with this purchase. The product doesn't match the description at all. The quality is subpar and it stopped working after a short time. The packaging was also damaged upon arrival. I would not buy this again.,Disappointed,2,2024-07-30,False,PROD_013,The Seven Husbands of Evelyn Hugo,Books,Fiction,Simon & Schuster,16.99,"Paperback, 400 pages, Bestseller",CUST_0070,Customer_71,26-35,San Francisco,New Customer,0,0,,Negative,"{""content"": ""negative"", ""writing"": ""negative"", ""plot"": ""negative"", ""characters"": ""negative"", ""value"": ""negative""}"
REV_000026,"The product is fine. It does what it's supposed to do without any major issues. The quality is average and the price seems reasonable. It's not the best product I've ever used, but it's not the worst either. It's a solid, middle-of-the-road option.",Fair quality,3,2025-03-17,True,PROD_015,Olaplex No.3 Hair Perfector,Beauty & Personal Care,Hair Care,Olaplex,28.0,"Repair treatment, Bond building, Professional formula",CUST_0056,Customer_57,65+,San Francisco,Regular,4,0,,Neutral,"{""effectiveness"": ""neutral"", ""texture"": ""neutral"", ""scent"": ""neutral"", ""packaging"": ""neutral"", ""value"": ""neutral""}"
REV_000027,"This is an average product that works fine. The quality is decent and the price is reasonable. It's not going to blow your mind, but it's reliable and functional. It's a good choice if you're looking for something straightforward.",Acceptable,3,2024-09-18,True,PROD_003,MacBook Pro 16-inch,Electronics,Laptops,Apple,2499.99,"M3 Pro chip, Liquid Retina XDR, 22-hour battery",CUST_0036,Customer_37,26-35,Phoenix,Occasional,3,0,,Neutral,"{""performance"": ""neutral"", ""design"": ""neutral"", ""battery"": ""neutral"", ""camera"": ""neutral"", ""display"": ""neutral""}"
REV_000028,I'm so impressed with this purchase! The product arrived quickly and in perfect condition. The quality is top-notch and it has exceeded all my expectations. The features work flawlessly and the design is beautiful. This is definitely one of my best purchases this year.,Highly recommend,4,2023-11-05,False,PROD_010,Instant Pot Duo 7-in-1,Home & Garden,Kitchen Appliances,Instant Pot,99.99,"Pressure cooker, Slow cooker, Rice cooker, Steamer",CUST_0028,Customer_29,46-55,Dallas,Occasional,1,0,,Positive,"{""functionality"": ""positive"", ""design"": ""positive"", ""ease_of_use"": ""positive"", ""durability"": ""positive"", ""value"": ""positive""}"
REV_000029,"This is exactly what I needed! The product works perfectly and the quality is amazing. I've been using it daily and it has made my life so much easier. The design is sleek and modern, and it's built to last. Worth every penny!",Exceeded my expectations,4,2024-12-08,False,PROD_020,PlayStation 5 Console,Toys & Games,Gaming Consoles,Sony,499.99,"4K gaming, Ray tracing, SSD storage, DualSense controller",CUST_0098,Customer_99,56-65,Chicago,Frequent,2,0,https://example.com/review_images/photo1.jpg; https://example.com/review_images/photo2.jpg,Positive,"{""fun_factor"": ""positive"", ""quality"": ""positive"", ""educational_value"": ""positive"", ""durability"": ""positive"", ""value"": ""positive""}"
REV_000030,The The Seven Husbands of Evelyn Hugo is absolutely fantastic! The quality is outstanding and it works exactly as described. I've been using it for a while now and couldn't be happier with my purchase. The build quality is excellent and it's definitely worth the price. I would highly recommend this to anyone looking for a reliable product.,Perfect purchase,4,2024-01-28,True,PROD_013,The Seven Husbands of Evelyn Hugo,Books,Fiction,Simon & Schuster,16.99,"Paperback, 400 pages, Bestseller",CUST_0031,Customer_32,65+,Charlotte,New Customer,2,0,,Positive,"{""content"": ""positive"", ""writing"": ""positive"", ""plot"": ""positive"", ""characters"": ""positive"", ""value"": ""positive""}"
REV_000031,"This is exactly what I needed! The product works perfectly and the quality is amazing. I've been using it daily and it has made my life so much easier. The design is sleek and modern, and it's built to last. Worth every penny!",Fantastic quality,4,2023-12-01,True,PROD_006,AirPods Pro 2nd Gen,Electronics,Earbuds,Apple,249.99,"Active noise canceling, Spatial Audio, H2 chip",CUST_0089,Customer_90,26-35,Los Angeles,Occasional,4,0,,Positive,"{""performance"": ""positive"", ""design"": ""positive"", ""battery"": ""positive"", ""camera"": ""positive"", ""display"": ""positive""}"
REV_000032,Fantastic product! I'm so glad I chose this one. The quality is outstanding and it works better than I expected. The packaging was perfect and it arrived on time. I would definitely recommend this to friends and family. Great purchase!,Outstanding product,5,2025-05-05,False,PROD_015,Olaplex No.3 Hair Perfector,Beauty & Personal Care,Hair Care,Olaplex,28.0,"Repair treatment, Bond building, Professional formula",CUST_0017,Customer_18,18-25,San Diego,Frequent,3,0,,Positive,"{""effectiveness"": ""positive"", ""texture"": ""positive"", ""scent"": ""positive"", ""packaging"": ""positive"", ""value"": ""positive""}"
REV_000033,"The product meets my basic expectations. It's functional and does what it needs to do. The quality is fair for the price, though it's not exceptional. It's a practical choice that gets the job done without any surprises.",Acceptable,3,2025-04-24,True,PROD_020,PlayStation 5 Console,Toys & Games,Gaming Consoles,Sony,499.99,"4K gaming, Ray tracing, SSD storage, DualSense controller",CUST_0092,Customer_93,56-65,Indianapolis,New Customer,0,0,,Neutral,"{""fun_factor"": ""neutral"", ""quality"": ""neutral"", ""educational_value"": ""neutral"", ""durability"": ""neutral"", ""value"": ""neutral""}"
REV_000034,I'm so impressed with this purchase! The product arrived quickly and in perfect condition. The quality is top-notch and it has exceeded all my expectations. The features work flawlessly and the design is beautiful. This is definitely one of my best purchases this year.,Great quality,4,2025-07-24,False,PROD_016,La Mer Crème de la Mer,Beauty & Personal Care,Skincare,La Mer,195.0,"Moisturizing cream, Sea kelp extract, Luxury skincare",CUST_0057,Customer_58,36-45,Indianapolis,Regular,1,0,,Positive,"{""effectiveness"": ""positive"", ""texture"": ""positive"", ""scent"": ""positive"", ""packaging"": ""positive"", ""value"": ""positive""}"
REV_000035,"This product is okay. It works as expected and the quality is decent for the price point. Nothing particularly outstanding about it, but it gets the job done. The design is simple and functional. I would consider it a fair purchase.",Fair quality,3,2025-10-10,False,PROD_008,Levi's 501 Original Jeans,Fashion,Jeans,Levi's,89.99,"Straight fit, 100% cotton, Classic style",CUST_0035,Customer_36,56-65,Fort Worth,New Customer,1,0,,Neutral,"{""fit"": ""neutral"", ""style"": ""neutral"", ""comfort"": ""neutral"", ""durability"": ""neutral"", ""material"": ""neutral""}"
REV_000036,I'm really disappointed with this product. The quality is poor and it doesn't work as advertised. It broke after just a few uses and the customer service was unhelpful. I would not recommend this to anyone. Save your money and look elsewhere.,Not as described,2,2024-02-29,False,PROD_011,Dyson V15 Detect,Home & Garden,Vacuum Cleaners,Dyson,749.99,"Laser dust detection, 60-minute runtime, HEPA filtration",CUST_0040,Customer_41,46-55,Washington,New Customer,2,0,,Negative,"{""functionality"": ""negative"", ""design"": ""negative"", ""ease_of_use"": ""negative"", ""durability"": ""negative"", ""value"": ""negative""}"
REV_000037,The Sony WH-1000XM5 is absolutely fantastic! The quality is outstanding and it works exactly as described. I've been using it for a while now and couldn't be happier with my purchase. The build quality is excellent and it's definitely worth the price. I would highly recommend this to anyone looking for a reliable product.,Highly recommend,5,2024-12-08,False,PROD_005,Sony WH-1000XM5,Electronics,Headphones,Sony,399.99,"Noise canceling, 30-hour battery, LDAC codec",CUST_0090,Customer_91,65+,Austin,Frequent,3,0,,Positive,"{""performance"": ""positive"", ""design"": ""positive"", ""battery"": ""positive"", ""camera"": ""positive"", ""display"": ""positive""}"
REV_000038,"This is exactly what I needed! The product works perfectly and the quality is amazing. I've been using it daily and it has made my life so much easier. The design is sleek and modern, and it's built to last. Worth every penny!",Highly recommend,4,2024-11-12,False,PROD_014,Atomic Habits,Books,Self-Help,Avery,18.99,"Hardcover, 320 pages, Personal development",CUST_0007,Customer_8,26-35,Charlotte,New Customer,2,0,https://example.com/review_videos/video1.mp4; https://example.com/review_images/photo1.jpg,Positive,"{""content"": ""positive"", ""writing"": ""positive"", ""plot"": ""positive"", ""characters"": ""positive"", ""value"": ""positive""}"
REV_000039,"Outstanding product! I've been looking for something like this for a while and this one is perfect. The quality is excellent, the price is fair, and the customer service was great. I would definitely buy from this brand again. Highly recommended!",Love it!,5,2024-11-13,True,PROD_016,La Mer Crème de la Mer,Beauty & Personal Care,Skincare,La Mer,195.0,"Moisturizing cream, Sea kelp extract, Luxury skincare",CUST_0000,Customer_1,18-25,Dallas,Frequent,2,0,https://example.com/review_videos/video1.mp4,Positive,"{""effectiveness"": ""positive"", ""texture"": ""positive"", ""scent"": ""positive"", ""packaging"": ""positive"", ""value"": ""positive""}"
REV_000040,"This is exactly what I needed! The product works perfectly and the quality is amazing. I've been using it daily and it has made my life so much easier. The design is sleek and modern, and it's built to last. Worth every penny!",Great quality,4,2025-02-19,False,PROD_016,La Mer Crème de la Mer,Beauty & Personal Care,Skincare,La Mer,195.0,"Moisturizing cream, Sea kelp extract, Luxury skincare",CUST_0028,Customer_29,46-55,Dallas,Occasional,1,0,,Positive,"{""effectiveness"": ""positive"", ""texture"": ""positive"", ""scent"": ""positive"", ""packaging"": ""positive"", ""value"": ""positive""}"
REV_000041,"This is exactly what I needed! The product works perfectly and the quality is amazing. I've been using it daily and it has made my life so much easier. The design is sleek and modern, and it's built to last. Worth every penny!",Perfect purchase,4,2024-02-18,True,PROD_013,The Seven Husbands of Evelyn Hugo,Books,Fiction,Simon & Schuster,16.99,"Paperback, 400 pages, Bestseller",CUST_0092,Customer_93,56-65,Indianapolis,New Customer,2,0,https://example.com/review_images/photo1.jpg; https://example.com/review_images/photo2.jpg,Positive,"{""content"": ""positive"", ""writing"": ""positive"", ""plot"": ""positive"", ""characters"": ""positive"", ""value"": ""positive""}"
REV_000042,I'm so impressed with this purchase! The product arrived quickly and in perfect condition. The quality is top-notch and it has exceeded all my expectations. The features work flawlessly and the design is beautiful. This is definitely one of my best purchases this year.,Excellent value,5,2025-01-25,False,PROD_003,MacBook Pro 16-inch,Electronics,Laptops,Apple,2499.99,"M3 Pro chip, Liquid Retina XDR, 22-hour battery",CUST_0082,Customer_83,18-25,San Diego,Frequent,3,0,,Positive,"{""performance"": ""positive"", ""design"": ""positive"", ""battery"": ""positive"", ""camera"": ""positive"", ""display"": ""positive""}"
REV_000043,This is a waste of money. The product is poorly made and doesn't work as expected. The quality is terrible and it's not worth the price. I've had much better products for less money. I would not recommend this to anyone.,Waste of money,2,2024-09-09,False,PROD_013,The Seven Husbands of Evelyn Hugo,Books,Fiction,Simon & Schuster,16.99,"Paperback, 400 pages, Bestseller",CUST_0041,Customer_42,56-65,Dallas,New Customer,2,0,,Negative,"{""content"": ""negative"", ""writing"": ""negative"", ""plot"": ""negative"", ""characters"": ""negative"", ""value"": ""negative""}"
REV_000044,"Outstanding product! I've been looking for something like this for a while and this one is perfect. The quality is excellent, the price is fair, and the customer service was great. I would definitely buy from this brand again. Highly recommended!",Excellent value,5,2024-01-02,True,PROD_009,Adidas Ultraboost 22,Fashion,Running Shoes,Adidas,180.0,"Boost midsole, Primeknit upper, Continental rubber",CUST_0096,Customer_97,18-25,Denver,New Customer,4,0,,Positive,"{""fit"": ""positive"", ""style"": ""positive"", ""comfort"": ""positive"", ""durability"": ""positive"", ""material"": ""positive""}"
REV_000045,The KitchenAid Stand Mixer is absolutely fantastic! The quality is outstanding and it works exactly as described. I've been using it for a while now and couldn't be happier with my purchase. The build quality is excellent and it's definitely worth the price. I would highly recommend this to anyone looking for a reliable product.,Exceeded my expectations,5,2023-11-11,True,PROD_012,KitchenAid Stand Mixer,Home & Garden,Kitchen Appliances,KitchenAid,329.99,"5-quart bowl, 10 speeds, Multiple attachments",CUST_0028,Customer_29,46-55,Dallas,Occasional,4,0,,Positive,"{""functionality"": ""positive"", ""design"": ""positive"", ""ease_of_use"": ""positive"", ""durability"": ""positive"", ""value"": ""positive""}"
REV_000046,I'm so impressed with this purchase! The product arrived quickly and in perfect condition. The quality is top-notch and it has exceeded all my expectations. The features work flawlessly and the design is beautiful. This is definitely one of my best purchases this year.,Highly recommend,5,2025-02-06,True,PROD_020,PlayStation 5 Console,Toys & Games,Gaming Consoles,Sony,499.99,"4K gaming, Ray tracing, SSD storage, DualSense controller",CUST_0019,Customer_20,46-55,Dallas,Frequent,3,0,,Positive,"{""fun_factor"": ""positive"", ""quality"": ""positive"", ""educational_value"": ""positive"", ""durability"": ""positive"", ""value"": ""positive""}"
REV_000047,"This is a standard product that works adequately. The quality is acceptable and it serves its purpose well. There's nothing particularly impressive about it, but there's also nothing wrong with it. It's a reliable, no-frills option.",Meets expectations,3,2024-03-30,True,PROD_015,Olaplex No.3 Hair Perfector,Beauty & Personal Care,Hair Care,Olaplex,28.0,"Repair treatment, Bond building, Professional formula",CUST_0089,Customer_90,26-35,Los Angeles,Occasional,2,0,,Neutral,"{""effectiveness"": ""neutral"", ""texture"": ""neutral"", ""scent"": ""neutral"", ""packaging"": ""neutral"", ""value"": ""neutral""}"
REV_000048,"Poor product quality and terrible customer service. The item arrived broken and when I tried to return it, the process was a nightmare. The product itself is cheaply made and doesn't last. Avoid this purchase at all costs.",Poor quality,2,2023-11-06,False,PROD_006,AirPods Pro 2nd Gen,Electronics,Earbuds,Apple,249.99,"Active noise canceling, Spatial Audio, H2 chip",CUST_0039,Customer_40,56-65,Chicago,New Customer,1,0,https://example.com/review_videos/video1.mp4; https://example.com/review_images/photo2.jpg,Negative,"{""performance"": ""negative"", ""design"": ""negative"", ""battery"": ""negative"", ""camera"": ""negative"", ""display"": ""negative""}"
REV_000049,"The product is fine. It does what it's supposed to do without any major issues. The quality is average and the price seems reasonable. It's not the best product I've ever used, but it's not the worst either. It's a solid, middle-of-the-road option.",It works,3,2024-01-23,False,PROD_007,Nike Air Max 270,Fashion,Sneakers,Nike,150.0,"Air Max sole, Breathable mesh, Casual style",CUST_0009,Customer_10,36-45,Dallas,New Customer,2,0,,Neutral,"{""fit"": ""neutral"", ""style"": ""neutral"", ""comfort"": ""neutral"", ""durability"": ""neutral"", ""material"": ""neutral""}"
